url,family,sources,intended_indexable,status,final_path,final_status,redirect_hops,in_sitemap,robots,canonical,canonical_is_self,title,title_length,description,description_length,h1_count,h1,h2_count,main_words,prerendered,images,images_missing_alt,images_missing_dimensions,schema_types,schema_errors,inbound_links,outbound_links
/compare/rhythm-energy-vs-green-mountain-energy,comparison,registry:comparison sitemap internal-link canonical-target served-file,true,200,/compare/rhythm-energy-vs-green-mountain-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare/rhythm-energy-vs-green-mountain-energy,true,Rhythm Energy vs Green Mountain Energy | Electric Scouts,56,"Rhythm Energy vs Green Mountain Energy in Texas: Rhythm has the lower entry rate. Plan counts, contract terms and renewable mix compared.",137,1,Rhythm Energy vs Green Mountain Energy,6,572,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,7,47
/compare/spark-energy-vs-think-energy,comparison,registry:comparison sitemap internal-link canonical-target served-file,true,200,/compare/spark-energy-vs-think-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare/spark-energy-vs-think-energy,true,Spark Energy vs Think Energy Compared | Electric Scouts,55,"Spark Energy vs Think Energy across 7 shared states: Think has the lower entry rate in 7. Plan counts, contract terms, renewable mix and exit fees compared.",156,1,Spark Energy vs Think Energy,6,597,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,46
/compare/town-square-energy-vs-xoom-energy,comparison,registry:comparison sitemap internal-link canonical-target served-file,true,200,/compare/town-square-energy-vs-xoom-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare/town-square-energy-vs-xoom-energy,true,Town Square Energy vs XOOM Energy Compared | Electric Scouts,60,"Town Square Energy vs XOOM Energy across 8 shared states: Town Square has the lower entry rate in 6. Plan counts, terms and renewable mix compared.",147,1,Town Square Energy vs XOOM Energy,6,728,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,15,52
/compare/txu-energy-vs-direct-energy,comparison,registry:comparison sitemap internal-link canonical-target served-file,true,200,/compare/txu-energy-vs-direct-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare/txu-energy-vs-direct-energy,true,TXU Energy vs Direct Energy Compared | Electric Scouts,54,"TXU Energy vs Direct Energy in Texas: TXU Energy has the lower entry rate. Plan counts, contract terms, renewable mix and early termination fees compared.",154,1,TXU Energy vs Direct Energy,6,693,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,8,52
/compare/txu-energy-vs-reliant-energy,comparison,registry:comparison sitemap internal-link canonical-target served-file,true,200,/compare/txu-energy-vs-reliant-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare/txu-energy-vs-reliant-energy,true,TXU Energy vs Reliant Energy Compared | Electric Scouts,55,"TXU Energy vs Reliant Energy in Texas: TXU Energy has the lower entry rate. Plan counts, contract terms, renewable mix and early termination fees compared.",155,1,TXU Energy vs Reliant Energy,5,537,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,5,39
/compare/xoom-energy-vs-verde-energy,comparison,registry:comparison sitemap internal-link canonical-target served-file,true,200,/compare/xoom-energy-vs-verde-energy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare/xoom-energy-vs-verde-energy,true,XOOM Energy vs Verde Energy Compared | Electric Scouts,54,"XOOM Energy vs Verde Energy across 11 shared states: Verde has the lower entry rate in 9. Plan counts, contract terms, renewable mix and exit fees compared.",156,1,XOOM Energy vs Verde Energy,5,600,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,19,53
/comparerates,redirect,redirect-source,false,301,/compare-rates,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare-rates,false,Compare Electricity Rates Side by Side | Electric Scouts,56,"Enter your ZIP code and see the electricity plans sold in your area side by side — rate, contract term and early termination fee on the same row.",145,1,Compare Electricity Rates Side by Side,10,1475,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/CompareRates,redirect,redirect-source,false,301,/compare-rates,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/compare-rates,false,Compare Electricity Rates Side by Side | Electric Scouts,56,"Enter your ZIP code and see the electricity plans sold in your area side by side — rate, contract term and early termination fee on the same row.",145,1,Compare Electricity Rates Side by Side,10,1475,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/connecticut-electricity,state,registry:state sitemap redirect-target internal-link canonical-target served-file,true,200,/connecticut-electricity,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/connecticut-electricity,true,Connecticut Electricity Rates & Providers | Electric Scouts,59,"Compare 23 Connecticut electricity plans from 14 suppliers, 9.8¢/kWh–14.49¢/kWh. Rates by city, renewable options and how switching works.",138,1,Connecticut Electricity Rates and Providers,10,711,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,345,80
/connecticutelectricity,redirect,redirect-source,false,301,/connecticut-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/connecticut-electricity,false,Connecticut Electricity Rates & Providers | Electric Scouts,59,"Compare 23 Connecticut electricity plans from 14 suppliers, 9.8¢/kWh–14.49¢/kWh. Rates by city, renewable options and how switching works.",138,1,Connecticut Electricity Rates and Providers,10,711,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/ConnecticutElectricity,redirect,redirect-source,false,301,/connecticut-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/connecticut-electricity,false,Connecticut Electricity Rates & Providers | Electric Scouts,59,"Compare 23 Connecticut electricity plans from 14 suppliers, 9.8¢/kWh–14.49¢/kWh. Rates by city, renewable options and how switching works.",138,1,Connecticut Electricity Rates and Providers,10,711,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,0,0
/electricity-rates/connecticut/bridgeport,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/bridgeport,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/bridgeport,true,"Compare Electricity Rates in Bridgeport, CT",43,"Electricity in Bridgeport, CT averages 11.9¢/kWh (about $170/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code.",125,1,"Compare Electricity Rates in Bridgeport, Connecticut",11,763,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,10,58
/electricity-rates/connecticut/danbury,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/danbury,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/danbury,true,"Compare Electricity Rates in Danbury, CT | Electric Scouts",58,"Electricity in Danbury, CT averages 13.5¢/kWh (about $195/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code.",122,1,"Compare Electricity Rates in Danbury, Connecticut",10,683,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,10,58
/electricity-rates/connecticut/hartford,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/hartford,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/hartford,true,"Compare Electricity Rates in Hartford, CT | Electric Scouts",59,"Electricity in Hartford, CT averages 11.8¢/kWh (about $169/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code. Eversource delivers the power.",154,1,"Compare Electricity Rates in Hartford, Connecticut",12,806,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,12,58
/electricity-rates/connecticut/meriden,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/meriden,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/meriden,true,"Compare Electricity Rates in Meriden, CT | Electric Scouts",58,"Electricity in Meriden, CT averages 13.8¢/kWh (about $200/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code.",122,1,"Compare Electricity Rates in Meriden, Connecticut",10,681,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,10,57
/electricity-rates/connecticut/new-britain,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/new-britain,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/new-britain,true,"Compare Electricity Rates in New Britain, CT",44,"Electricity in New Britain, CT averages 13.6¢/kWh (about $197/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code.",126,1,"Compare Electricity Rates in New Britain, Connecticut",10,705,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,10,56
/electricity-rates/connecticut/new-haven,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/new-haven,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/new-haven,true,"Compare Electricity Rates in New Haven, CT | Electric Scouts",60,"Electricity in New Haven, CT averages 11.7¢/kWh (about $168/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code.",124,1,"Compare Electricity Rates in New Haven, Connecticut",11,803,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,10,57
/electricity-rates/connecticut/norwalk,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/norwalk,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/norwalk,true,"Compare Electricity Rates in Norwalk, CT | Electric Scouts",58,"Electricity in Norwalk, CT averages 22.8¢/kWh (about $161/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code. Eversource delivers the power.",153,1,"Compare Electricity Rates in Norwalk, Connecticut",12,819,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,60
/electricity-rates/connecticut/stamford,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/stamford,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/stamford,true,"Compare Electricity Rates in Stamford, CT | Electric Scouts",59,"Electricity in Stamford, CT averages 21.5¢/kWh (about $191/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code. Eversource delivers the power.",154,1,"Compare Electricity Rates in Stamford, Connecticut",12,810,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,60
/electricity-rates/connecticut/waterbury,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/connecticut/waterbury,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/connecticut/waterbury,true,"Compare Electricity Rates in Waterbury, CT | Electric Scouts",60,"Electricity in Waterbury, CT averages 21.5¢/kWh (about $150/mo). Compare 23 Connecticut plans from 14 suppliers by ZIP code. Eversource delivers the power.",155,1,"Compare Electricity Rates in Waterbury, Connecticut",11,763,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,59
